section No.,section difficulty score,decay weight,weighted score
201,27.719,1.0,27.719
199,27.68,0.9,24.912
200,26.8,0.81,21.708000000000002
202,26.033,0.7290000000000001,18.978057000000003
255,25.4925,0.6561,16.72562925
331,24.866849999999996,0.5904900000000001,14.6836262565
56,23.79715,0.531441,12.64678119315
243,22.39,0.4782969000000001,10.709067591000002
197,21.6299,0.4304672100000001,9.310962705579001
30,19.3666,0.3874204890000001,7.503017642267401
273,16.395,0.3486784401000001,5.716583025439501
328,15.9335,0.31381059609000006,5.000101132800016
196,15.0,0.2824295364810001,4.236443047215001
83,14.868949999999996,0.2541865828329001,3.7794875908132486
33,14.65345,0.2287679245496101,3.3522393439914837
236,14.46,0.20589113209464907,2.9771857700886257
190,14.3,0.18530201888518416,2.6498188700581338
190,14.3,0.16677181699666577,2.3848369830523204
259,14.237400000000001,0.15009463529699918,2.136957360577496
225,12.5,0.13508517176729928,1.688564647091241
212,12.237,0.12157665459056935,1.4877335222247972
173,12.212,0.10941898913151242,1.3362246952740295
260,12.0977,0.09847709021836118,1.191346294334668
130,11.7591,0.08862938119652507,1.042201756428058
131,11.742,0.07976644307687256,0.9366175746086376
329,11.026150000000001,0.0717897987691853,0.7915650896988526
159,10.796,0.06461081889226677,0.6975384007609121
80,10.787,0.058149737003040096,0.6272612130517936
234,10.64,0.05233476330273609,0.556841881541112
95,10.43,0.047101286972462485,0.4912664231227837
31,10.299299999999999,0.04239115827521624,0.43659925642393455
60,10.293199999999999,0.038152042447694615,0.39270660332261015
135,10.2,0.03433683820292515,0.3502357496698365
90,10.137,0.030903154382632636,0.313265275976747
171,10.135599999999998,0.027812838944369374,0.2818998104045502
132,9.847100000000001,0.025031555049932437,0.24648822573218973
78,9.843499999999999,0.022528399544939195,0.22175830092060894
251,9.672,0.020275559590445275,0.1961052123587867
4,9.634,0.01824800363140075,0.17580126698491483
68,9.438949999999998,0.016423203268260675,0.15501779448894906
298,9.39,0.014780882941434608,0.13879249082007097
195,9.38325,0.013302794647291146,0.12482344787419465
183,9.3,0.011972515182562033,0.11134439119782691
32,9.2853,0.01077526366430583,0.10005155570217891
58,9.24805,0.009697737297875247,0.08968515941761517
59,9.15805,0.008727963568087723,0.07993112675472576
92,9.1,0.00785516721127895,0.07148202162263845
92,9.1,0.007069650490151055,0.0643338194603746
25,9.0535,0.00636268544113595,0.05760457264132432
98,8.765,0.005726416897022355,0.05019204410240094
69,8.64115,0.00515377520732012,0.04453454463273425
216,8.628199999999998,0.004638397686588108,0.04002102291941951
66,8.58755,0.004174557917929297,0.03584922484811374
82,8.585950000000002,0.0037571021261363674,0.03225829099990055
9,7.9773,0.0033813919135227306,0.02697437771174488
306,7.8905,0.0030432527221704577,0.024012785604285998
198,7.85,0.002738927449953412,0.021500580482134286
119,7.778700000000001,0.002465034704958071,0.01917476545945735
263,7.662700000000001,0.002218531234462264,0.016999939290313994
250,7.446,0.0019966781110160375,0.014867265214625414
222,7.3,0.001797010299914434,0.013118175189375367
67,7.27955,0.0016173092699229906,0.011773283695867907
99,7.115,0.0014555783429306916,0.010356439909951871
174,6.9559999999999995,0.0013100205086376223,0.0091125026580833
220,6.95,0.0011790184577738603,0.008194178281528328
220,6.95,0.001061116611996474,0.007374760453375495
327,6.8151,0.0009550049507968268,0.0065084542401754545
100,6.6885,0.0008595044557171441,0.0057487955520641185
77,6.566700000000001,0.0007735540101454297,0.005079697118421994
5,6.49,0.0006961986091308868,0.004518328973259455
338,6.45,0.0006265787482177981,0.004041432926004797
338,6.45,0.0005639208733960184,0.0036372896334043187
76,6.4,0.0005075287860564165,0.003248184230761066
264,6.3462000000000005,0.00045677590745077487,0.0028987912638641076
274,6.172,0.0004110983167056974,0.0025372988107075643
53,6.143500000000001,0.00036998848503512764,0.002273024257813307
107,5.8855,0.0003329896365316149,0.00195981050580682
241,5.87,0.0002996906728784534,0.0017591842497965214
42,5.8455,0.0002697216055906081,0.0015766576454798998
41,5.8425,0.0002427494450315473,0.0014182636325968151
81,5.835,0.00021847450052839255,0.0012747987105831706
296,5.825,0.00019662705047555332,0.001145352569020098
194,5.76665,0.00017696434542799797,0.0010204914425623645
203,5.7490000000000006,0.00015926791088519818,0.0009156312196790045
79,5.715,0.00014334111979667836,0.0008191944996380168
108,5.7,0.00012900700781701054,0.0007353399445569601
108,5.7,0.00011610630703530949,0.0006618059501012642
108,5.7,0.00010449567633177854,0.0005956253550911377
108,5.7,9.404610869860069e-05,0.0005360628195820239
108,5.7,8.464149782874062e-05,0.0004824565376238216
108,5.7,7.617734804586657e-05,0.0004342108838614395
108,5.7,6.85596132412799e-05,0.0003907897954752955
108,5.7,6.170365191715192e-05,0.000351710815927766
108,5.7,5.553328672543673e-05,0.00031653973433498937
108,5.7,4.997995805289306e-05,0.00028488576090149044
108,5.7,4.498196224760375e-05,0.00025639718481134137
43,5.6835,4.0483766022843375e-05,0.00023008948419083033
257,5.655,3.643538942055904e-05,0.00020604212717326137
325,5.643300000000001,3.279185047850314e-05,0.0001850542498053368
176,5.55,2.9512665430652825e-05,0.00016379529314012318
101,5.3664000000000005,2.6561398887587544e-05,0.00014253909099034982
223,5.277,2.3905258998828788e-05,0.00012614805173681953
166,5.200000000000001,2.151473309894591e-05,0.00011187661211451875
75,5.164000000000001,1.936325978905132e-05,9.999187355066102e-05
84,5.069000000000001,1.7426933810146188e-05,8.833712748363104e-05
249,5.016500000000001,1.568424042913157e-05,7.867999211273853e-05
103,5.0034,1.4115816386218413e-05,7.06270757068052e-05
114,5.000000000000001,1.2704234747596572e-05,6.352117373798287e-05
114,5.000000000000001,1.1433811272836916e-05,5.716905636418459e-05
114,5.000000000000001,1.0290430145553224e-05,5.145215072776613e-05
114,5.000000000000001,9.261387130997901e-06,4.6306935654989515e-05
261,4.9503,8.335248417898112e-06,4.1261980243121025e-05
347,4.89,7.501723576108301e-06,3.668342828716959e-05
215,4.8241000000000005,6.751551218497471e-06,3.257015823315365e-05
93,4.800000000000001,6.076396096647724e-06,2.916670126390908e-05
93,4.800000000000001,5.468756486982952e-06,2.6250031137518173e-05
93,4.800000000000001,4.921880838284657e-06,2.3625028023766357e-05
93,4.800000000000001,4.4296927544561915e-06,2.1262525221389723e-05
57,4.7983,3.986723479010572e-06,1.912949526933643e-05
314,4.671,3.588051131109515e-06,1.6759786833412546e-05
162,4.3994,3.2292460179985636e-06,1.4206744931582881e-05
297,4.390000000000001,2.9063214161987074e-06,1.2758751017112327e-05
208,4.3,2.6156892745788365e-06,1.1247463880688998e-05
208,4.3,2.354120347120953e-06,1.0122717492620098e-05
326,4.2421,2.118708312408858e-06,8.987772532069616e-06
246,4.167999999999999,1.906837481167972e-06,7.947698621508106e-06
6,4.160400000000001,1.716153733051175e-06,7.13988599098611e-06
218,4.1384,1.5445383597460574e-06,6.391917547973084e-06
151,4.1285,1.3900845237714517e-06,5.738963956390438e-06
115,4.1,1.2510760713943066e-06,5.129411892716657e-06
115,4.1,1.1259684642548759e-06,4.61647070344499e-06
115,4.1,1.0133716178293884e-06,4.154823633100492e-06
115,4.1,9.120344560464496e-07,3.7393412697904427e-06
115,4.1,8.208310104418046e-07,3.3654071428113986e-06
115,4.1,7.387479093976242e-07,3.028866428530259e-06
115,4.1,6.648731184578617e-07,2.725979785677233e-06
115,4.1,5.983858066120756e-07,2.4533818071095098e-06
8,4.016500000000001,5.385472259508681e-07,2.1630749330316618e-06
19,3.9243000000000006,4.846925033557813e-07,1.9020787909190927e-06
7,3.866,4.3622325302020313e-07,1.6864390961761054e-06
110,3.8520000000000003,3.9260092771818286e-07,1.5122987735704405e-06
179,3.8442000000000003,3.533408349463646e-07,1.3583128377008148e-06
21,3.8329999999999997,3.180067514517281e-07,1.2189198783144739e-06
346,3.8186000000000004,2.8620607630655533e-07,1.0929065229842124e-06
334,3.8131,2.575854686758998e-07,9.821991506080735e-07
136,3.7840000000000003,2.318269218083098e-07,8.772330721226444e-07
40,3.7818000000000005,2.0864422962747884e-07,7.890507476051996e-07
205,3.78,1.8777980666473096e-07,7.09807669192683e-07
315,3.7717000000000005,1.6900182599825786e-07,6.374241871176293e-07
232,3.75,1.521016433984321e-07,5.703811627441204e-07
335,3.7412000000000005,1.368914790585889e-07,5.121384014539928e-07
295,3.675,1.2320233115273e-07,4.527685669862827e-07
129,3.6675000000000004,1.10882098037457e-07,4.0666009455237357e-07
149,3.6618000000000004,9.97938882337113e-08,3.654252599342041e-07
109,3.6390000000000007,8.981449941034017e-08,3.2683496335422793e-07
227,3.6,8.083304946930616e-08,2.909989780895022e-07
271,3.5008,7.274974452237554e-08,2.546823056239323e-07
13,3.4868000000000006,6.547477007013799e-08,2.2829742828055718e-07
20,3.4804,5.89272930631242e-08,2.0509055077689746e-07
294,3.4765,5.3034563756811777e-08,1.8437466090055616e-07
322,3.4427000000000003,4.77311073811306e-08,1.6432388338101832e-07
291,3.4255,4.295799664301754e-08,1.471526175006566e-07
291,3.4255,3.866219697871579e-08,1.3243735575059094e-07
94,3.4187999999999996,3.479597728084421e-08,1.1896048712775017e-07
113,3.4000000000000004,3.131637955275979e-08,1.0647569047938329e-07
113,3.4000000000000004,2.818474159748381e-08,9.582812143144496e-08
270,3.3568000000000007,2.536626743773543e-08,8.51494865349903e-08
211,3.35,2.282964069396189e-08,7.647929632477233e-08
12,3.3098,2.05466766245657e-08,6.800539029198756e-08
11,3.2243,1.849200896210913e-08,5.962378449652847e-08
112,3.2,1.6642808065898218e-08,5.32569858108743e-08
112,3.2,1.4978527259308396e-08,4.793128722978687e-08
112,3.2,1.3480674533377557e-08,4.3138158506808184e-08
112,3.2,1.2132607080039802e-08,3.8824342656127365e-08
38,3.175,1.0919346372035822e-08,3.466892473121373e-08
37,3.0535,9.82741173483224e-09,3.0008001732310246e-08
345,2.9914,8.844670561349016e-09,2.6457947517219448e-08
111,2.9760000000000004,7.960203505214115e-09,2.368956563151721e-08
333,2.9690000000000003,7.164183154692703e-09,2.1270459786282638e-08
39,2.9297999999999997,6.4477648392234335e-09,1.8890661425956813e-08
310,2.9179,5.80298835530109e-09,1.693253972193305e-08
26,2.8586,5.222689519770981e-09,1.4929580261217325e-08
125,2.8200000000000003,4.700420567793883e-09,1.3255186001178752e-08
258,2.805,4.230378511014495e-09,1.1866211723395659e-08
169,2.7438000000000016,3.807340659913046e-09,1.044658130266942e-08
152,2.726,3.426606593921741e-09,9.340929575030666e-09
301,2.7100000000000004,3.083945934529567e-09,8.357493482575128e-09
228,2.7,2.7755513410766105e-09,7.493988620906848e-09
228,2.7,2.4979962069689494e-09,6.744589758816164e-09
96,2.6928,2.2481965862720546e-09,6.053943767513389e-09
137,2.6805000000000003,2.023376927644849e-09,5.423661854552019e-09
265,2.6415000000000006,1.8210392348803642e-09,4.810275138936483e-09
268,2.6235000000000004,1.638935311392328e-09,4.299746789437773e-09
272,2.5279999999999996,1.4750417802530951e-09,3.7289056204798235e-09
292,2.5255,1.3275376022277856e-09,3.3526962144262725e-09
144,2.5000000000000004,1.194783842005007e-09,2.986959605012518e-09
144,2.5000000000000004,1.0753054578045064e-09,2.6882636445112665e-09
144,2.5000000000000004,9.677749120240558e-10,2.4194372800601397e-09
144,2.5000000000000004,8.709974208216503e-10,2.177493552054126e-09
144,2.5000000000000004,7.838976787394853e-10,1.9597441968487134e-09
309,2.4648000000000003,7.055079108655367e-10,1.7389358987013752e-09
61,2.4471000000000003,6.349571197789831e-10,1.5538035678111495e-09
52,2.4468,5.714614078010848e-10,1.3982517726076944e-09
50,2.325,5.143152670209763e-10,1.19578299582377e-09
49,2.3243,4.628837403188787e-10,1.0758806776231699e-09
143,2.2741000000000002,4.1659536628699084e-10,9.47379522473246e-10
51,2.2605,3.749358296582918e-10,8.475424429425685e-10
88,2.2536500000000004,3.374422466924626e-10,7.604767192584685e-10
269,2.2,3.0369802202321633e-10,6.68135648451076e-10
118,2.1710000000000003,2.733282198208947e-10,5.933955652311625e-10
146,2.1,2.4599539783880527e-10,5.165903354614911e-10
168,2.021,2.2139585805492472e-10,4.4744102912900285e-10
10,1.9969,1.9925627224943227e-10,3.978948500548913e-10
2,1.947,1.7933064502448904e-10,3.491567658626802e-10
217,1.9424000000000001,1.6139758052204015e-10,3.1349866040601083e-10
167,1.915,1.4525782246983613e-10,2.7816873002973617e-10
141,1.9107000000000003,1.3073204022285252e-10,2.497897092538044e-10
172,1.863,1.1765883620056727e-10,2.1919841184165681e-10
106,1.8438000000000003,1.0589295258051055e-10,1.952454259679454e-10
14,1.8359000000000003,9.530365732245949e-11,1.749679844783034e-10
186,1.8,8.577329159021355e-11,1.543919248623844e-10
186,1.8,7.719596243119219e-11,1.3895273237614596e-10
186,1.8,6.947636618807298e-11,1.2505745913853137e-10
244,1.7770000000000001,6.252872956926568e-11,1.1111355244458513e-10
140,1.7618000000000003,5.6275856612339116e-11,9.914680417961907e-11
22,1.7107000000000003,5.0648270951105203e-11,8.664399711605569e-11
47,1.703,4.558344385599468e-11,7.762860488675895e-11
138,1.6,4.1025099470395217e-11,6.564015915263235e-11
138,1.6,3.6922589523355696e-11,5.907614323736911e-11
138,1.6,3.323033057102013e-11,5.316852891363221e-11
36,1.5935000000000001,2.990729751391811e-11,4.765727858842852e-11
74,1.4135999999999995,2.6916567762526303e-11,3.804926018910717e-11
229,1.314,2.4224910986273674e-11,3.183153303596361e-11
299,1.2950000000000004,2.180241988764631e-11,2.8234133754501978e-11
303,1.147,1.9622177898881677e-11,2.2506638050017285e-11
48,1.0451,1.765996010899351e-11,1.8456424309909117e-11
27,1.0358,1.589396409809416e-11,1.646296801280593e-11
148,0.9366000000000001,1.4304567688284745e-11,1.3397658096847493e-11
285,0.9255,1.287411091945627e-11,1.1914989655956777e-11
285,0.9255,1.1586699827510643e-11,1.07234906903611e-11
285,0.9255,1.042802984475958e-11,9.651141621324991e-12
285,0.9255,9.385226860283621e-12,8.686027459192491e-12
142,0.9,8.44670417425526e-12,7.602033756829734e-12
142,0.9,7.602033756829734e-12,6.8418303811467605e-12
238,0.8020999999999994,6.8418303811467605e-12,5.487832148717812e-12
230,0.6012000000000001,6.157647343032084e-12,3.70197758263089e-12
85,0.41749999999999954,5.5418826087288764e-12,2.3137359891443033e-12
45,0.12750000000000006,4.987694347855989e-12,6.359310293516389e-13
45,0.12750000000000006,4.48892491307039e-12,5.72337926416475e-13
44,0.11600000000000008,4.040032421763351e-12,4.686437609245491e-13
245,0.10500000000000007,3.636029179587016e-12,3.817830638566369e-13
355,0.06750000000000006,3.2724262616283147e-12,2.2088877265991143e-13
355,0.06750000000000006,2.9451836354654833e-12,1.987998953939203e-13
355,0.06750000000000006,2.650665271918935e-12,1.7891990585452826e-13
355,0.06750000000000006,2.3855987447270414e-12,1.6102791526907543e-13
355,0.06750000000000006,2.1470388702543375e-12,1.449251237421679e-13
355,0.06750000000000006,1.9323349832289036e-12,1.304326113679511e-13
359,0.06525000000000006,1.7391014849060135e-12,1.1347637189011748e-13
155,0.03000000000000002,1.565191336415412e-12,4.695574009246239e-14
155,0.03000000000000002,1.408672202773871e-12,4.226016608321616e-14
157,0.02900000000000002,1.2678049824964838e-12,3.676634449239805e-14
157,0.02900000000000002,1.1410244842468355e-12,3.308971004315825e-14
288,0.0255,1.026922035822152e-12,2.6186511913464874e-14
288,0.0255,9.242298322399368e-13,2.3567860722118386e-14
354,0.020250000000000018,8.318068490159431e-13,1.6844088692572862e-14
362,0.009000000000000008,7.486261641143488e-13,6.7376354770291455e-15
0,0.0,6.73763547702914e-13,0.0
0,0.0,6.063871929326226e-13,0.0
0,0.0,5.457484736393604e-13,0.0
0,0.0,4.911736262754243e-13,0.0
0,0.0,4.420562636478819e-13,0.0
0,0.0,3.9785063728309373e-13,0.0
0,0.0,3.580655735547844e-13,0.0
0,0.0,3.2225901619930596e-13,0.0
0,0.0,2.9003311457937535e-13,0.0
0,0.0,2.610298031214378e-13,0.0
0,0.0,2.3492682280929406e-13,0.0
0,0.0,2.1143414052836465e-13,0.0
0,0.0,1.9029072647552818e-13,0.0
0,0.0,1.7126165382797537e-13,0.0
0,0.0,1.5413548844517783e-13,0.0
0,0.0,1.3872193960066005e-13,0.0
0,0.0,1.2484974564059406e-13,0.0
0,0.0,1.1236477107653465e-13,0.0
0,0.0,1.0112829396888119e-13,0.0
1,-0.07499999999999996,9.101546457199307e-14,-6.826159842899476e-15
340,-0.1499999999999999,8.191391811479377e-14,-1.2287087717219058e-14
65,-0.20034999999999958,7.372252630331439e-14,-1.4770308144869008e-14
256,-0.34919999999999973,6.635027367298295e-14,-2.316951556660563e-14
120,-0.3848999999999998,5.971524630568466e-14,-2.2984398303058013e-14
122,-0.39839999999999964,5.374372167511619e-14,-2.141149871536627e-14
116,-0.5499999999999998,4.8369349507604575e-14,-2.660314222918251e-14
182,-0.5712999999999999,4.353241455684412e-14,-2.4870068436325043e-14
237,-0.5774999999999997,3.917917310115971e-14,-2.262597246591972e-14
305,-0.6204999999999998,3.526125579104374e-14,-2.1879609218342636e-14
336,-0.7124999999999999,3.1735130211939364e-14,-2.2611280276006793e-14
97,-0.7779999999999996,2.856161719074543e-14,-2.2220938174399934e-14
239,-0.9034999999999997,2.5705455471670887e-14,-2.3224879018654642e-14
221,-1.0499999999999998,2.31349099245038e-14,-2.4291655420728985e-14
175,-1.2499999999999996,2.082141893205342e-14,-2.6026773665066766e-14
175,-1.2499999999999996,1.873927703884808e-14,-2.342409629856009e-14
73,-1.4465999999999983,1.686534933496327e-14,-2.439741434795784e-14
240,-1.6254999999999997,1.5178814401466944e-14,-2.4673162809584514e-14
3,-1.6840000000000002,1.366093296132025e-14,-2.30050111068633e-14
87,-1.7475,1.2294839665188226e-14,-2.1485232314916428e-14
267,-1.7559999999999998,1.1065355698669403e-14,-1.943076460686347e-14
86,-1.815,9.958820128802464e-15,-1.807525853377647e-14
102,-1.8279999999999998,8.962938115922217e-15,-1.6384250875905812e-14
308,-1.845,8.066644304329995e-15,-1.4882958741488842e-14
158,-1.9135,7.259979873896996e-15,-1.38919714887019e-14
184,-1.95,6.5339818865072964e-15,-1.2741264678689228e-14
184,-1.95,5.880583697856567e-15,-1.1467138210820305e-14
302,-2.28,5.292525328070911e-15,-1.2066957748001676e-14
70,-2.3667,4.76327279526382e-15,-1.1273237724550882e-14
128,-2.396749999999999,4.286945515737438e-15,-1.0274736664843701e-14
104,-2.6996,3.858250964163694e-15,-1.041573430285631e-14
154,-2.746100000000001,3.4724258677473247e-15,-9.535628675420932e-15
209,-2.8499999999999996,3.1251832809725924e-15,-8.906772350771887e-15
16,-2.95,2.812664952875333e-15,-8.297361610982233e-15
54,-3.138000000000001,2.5313984575877998e-15,-7.943528359910517e-15
161,-3.1534999999999997,2.27825861182902e-15,-7.184488532402814e-15
18,-3.2049000000000003,2.050432750646118e-15,-6.571431922545744e-15
121,-3.65,1.8453894755815063e-15,-6.735671585872498e-15
105,-3.6959999999999997,1.6608505280233556e-15,-6.138503551574322e-15
214,-3.9,1.4947654752210201e-15,-5.829585353361979e-15
252,-3.964,1.3452889276989182e-15,-5.332725309398512e-15
254,-4.025,1.2107600349290264e-15,-4.873309140589332e-15
117,-4.123200000000001,1.0896840314361239e-15,-4.4929851984174264e-15
192,-4.27,9.807156282925114e-16,-4.187655732809023e-15
71,-4.2700499999999995,8.826440654632603e-16,-3.768934291731394e-15
63,-4.411549999999998,7.943796589169343e-16,-3.504445584295e-15
24,-4.45,7.149416930252409e-16,-3.181490533962322e-15
304,-4.584,6.434475237227168e-16,-2.9495634487449337e-15
91,-4.824999999999999,5.791027713504451e-16,-2.7941708717658975e-15
126,-4.9620999999999995,5.211924942154007e-16,-2.5862092755462392e-15
177,-5.0,4.690732447938606e-16,-2.345366223969303e-15
64,-5.333349999999999,4.2216592031447453e-16,-2.2515586111092024e-15
213,-5.4350000000000005,3.799493282830271e-16,-2.0650245992182524e-15
34,-5.4468,3.419543954547244e-16,-1.8625572011627926e-15
62,-5.491549999999999,3.0775895590925196e-16,-1.6900736943234524e-15
160,-5.5555,2.769830603183268e-16,-1.5387793915984646e-15
17,-5.7,2.492847542864941e-16,-1.4209230994330165e-15
72,-5.769049999999998,2.243562788578447e-16,-1.2943225905448487e-15
127,-6.561449999999998,2.0192065097206023e-16,-1.3248922553206241e-15
300,-6.635,1.8172858587485422e-16,-1.2057691672796578e-15
15,-6.7,1.635557272873688e-16,-1.095823372825371e-15
266,-7.335,1.4720015455863193e-16,-1.0797131336875652e-15
206,-7.439450000000002,1.3248013910276875e-16,-9.855793708480932e-16
204,-7.47,1.1923212519249185e-16,-8.906639751879142e-16
124,-7.5,1.0730891267324268e-16,-8.048168450493201e-16
253,-9.5825,9.657802140591841e-17,-9.254588901222131e-16
23,-10.0259,8.692021926532658e-17,-8.714534263322377e-16
35,-10.336949999999998,7.822819733879392e-17,-8.086409644812456e-16
28,-10.537949999999999,7.040537760491453e-17,-7.41928348931709e-16
89,-10.712750000000005,6.336483984442308e-17,-6.788116880433437e-16
231,-10.9116,5.702835585998077e-17,-6.222706078017662e-16
29,-11.253449999999999,5.1325520273982695e-17,-5.775891761272505e-16
224,-12.0221,4.6192968246584426e-17,-5.553364835572627e-16
55,-13.096050000000002,4.1573671421925986e-17,-5.444508796251139e-16
153,-13.689699999999998,3.741630427973339e-17,-5.122179806982662e-16
193,-15.9,3.367467385176005e-17,-5.354273142429848e-16
235,-17.86,3.0307206466584045e-17,-5.41286707493191e-16
242,-18.464,2.727648581992564e-17,-5.03633034179107e-16
181,-18.658599999999993,2.454883723793308e-17,-4.580469344876979e-16
210,-18.75,2.209395351413977e-17,-4.142616283901207e-16
332,-18.98665,1.9884558162725795e-17,-3.7754114624031773e-16
207,-19.39934999999999,1.7896102346453215e-17,-3.47172753054667e-16
330,-20.036849999999998,1.6106492111807894e-17,-3.22723366470478e-16
170,-20.356799999999996,1.4495842900627104e-17,-2.950889747594858e-16
180,-20.70189999999999,1.3046258610564396e-17,-2.7008234113004297e-16
