5,11,14,17,3y3s (JMBS FUNKOT RMX)
7,14,17,19,A Lasting Promise
7,14,17,19,Absolute Domination
2,7,10,14,Alice Maestera
5,11,14,17,All Clear!!
5,10,13,17,Altale
5,11,14,17,Another Chapter
5,10,14,17,Apocrypha
6,11,15,17,Aragami
5,11,14,17,Arcade Prison
4,9,13,15,Aurora(Latinized Style)
7,14,17,19,Awakening
6,12,15,18,ECHIDNA
5,10,13,17,EDEN of TRUTH
6,10,13,16,Engraved Mark-Gow's ill! RMX-
6,13,16,18,Evans
6,12,15,18,HP:1
8,15,18,20,I
2,7,12,15,I feel something for you
5,11,14,17,If
5,11,13,17,ILL-STARRED Diver
7,15,17,20,iLLness LiLin
6,13,16,18,Immortal saga
6,11,14,17,infinite:youniverse
6,11,14,17,Inscape
4,10,13,16,Invisible Full Moon 古屋直雪 remix
6,11,14,17,Iridescent Clouds
4,7,12,16,It's a new day!
5,12,15,18,OPEN MY GATE
6,12,15,17,Oriens
6,13,16,18,ΩVERSOUL
6,13,16,18,ULTiMATE INFLATiON
4,8,12,16,VAMPIRE
6,12,15,18,Victim of Nights
5,11,14,17,Vigor
6,11,15,18,We Go Down
6,12,15,18,Wings of Glory
5,12,15,17,アワデコノヨヲ
5,11,14,16,インビジブル
2,10,13,16,インフルエンサー・イズ・デッド
5,8,12,16,オトゲラヴ！
5,10,13,17,おにいちゃんハイテック
6,13,16,18,オニユリ
6,11,14,17,オンディーヌの泪
3,8,13,16,斑鳩
4,10,13,18,永遠に幸せになる方法、見つけました。
5,10,14,17,炎夏の音
3,8,12,16,裏表ラバーズ
4,10,14,15,朧 (kamome sano remix)
4,10,13,16,Candy Star
5,11,13,17,CARNIVOROUS
5,11,14,17,Carry Me Away
6,11,14,17,Chaotic Romance
7,14,17,19,Chrono Diver -PENDULUMs-
4,8,13,16,Claidheamh Soluis-光の剣- feat.はるの
6,13,16,18,Cloud 9
5,11,14,17,cobalt
4,10,14,16,couleur automnes de chocolat
6,13,16,18,crossing blue
3,8,11,15,Crystallize Forest
6,11,14,17,CUTE-Reflection
5,11,14,17,Game Over
6,13,16,18,Gamerz FestivaL
6,13,15,18,Gate of Atlantis
5,10,12,15,Gaze ft. 紫崎 雪
6,12,16,18,GERBERA
7,13,17,19,GERBERA -For Finalists-
6,12,15,18,Ghost Trigger
6,13,16,18,Glitter Flatter Scatter
6,12,15,18,Goddess Bless you
5,12,15,18,Gorgetech
6,12,16,18,Grand-Guignol
7,13,19,19,KAC 2013 ULTIMATE MEDLEY　-HISTORIA SOUND VOLTEX- Empress Side
6,13,16,18,Khionos TiARA
6,12,15,18,KIMIDORI Streak!!
4,11,14,17,QUAKE
7,15,18,20,Xronièr
2,8,12,16,からくりピエロ
6,12,15,18,キュリオシティ
4,10,12,15,きゅん×きゅんばっきゅん☆LOVE
5,11,14,17,キリステゴメン
3,7,11,14,クリスタルミサイル
6,12,15,17,ケムマキ underground
5,10,14,17,けもののおうじゃ★めうめう
4,10,13,16,ゴーストマスコット
5,11,14,17,コメット⇒スケイター
6,13,15,18,壊Rave*it!! 壊Rave*it!!
6,13,16,18,神獄烙桜
4,11,14,16,狂騒こども節
5,12,14,17,煙
5,12,15,18,恋歌疾風！かるたクイーンいろは
3,8,12,15,恋とキングコング
6,12,15,18,業焔繚乱
6,12,15,18,極彩天奏
4,8,12,15,湖底遺跡のヴィダー・ハル
4,12,15,18,Cepheus
5,11,14,16,゜*。Chantilly Fille。*°
5,11,14,17,Cy-Bird
5,10,12,16,Genesis At Oasis (Hirayasu Matsudo Remix)
4,11,14,17,JUGGLE
6,13,16,18,Juggler's Maddness
5,10,13,16,JULIAN
5,11,15,17,Junk Mania
6,12,16,18,JUNKIE FLAVOR
6,12,15,17,Justitia Gladius
6,12,15,18,Sacrifice and Faith
5,11,14,18,SACRIFICE feat.ayame
5,11,14,17,Sadistic Stabbing
7,14,17,19,Sailing Force
5,10,14,17,Sakura Mirage -Drum'n World-
6,13,16,18,SAtAN
5,10,14,16,Second Heaven GravityPfArrange
5,10,14,17,Secret Traveler -MeniRemix-
4,10,14,17,sink into the dream
6,13,15,18,Sky High
4,9,12,17,Smoked Turkey Rag
3,7,11,15,SO FLY ME TO YOU
6,12,14,17,SPACE VILLAGE
6,13,16,18,#SpeedyCats
6,13,16,18,Spirit of the Beast
5,9,12,15,SprrRush!!
6,14,17,19,Staring at star
6,11,14,16,starmine (nora2r Remix)
5,11,14,17,SUPER BUBBLE JOURNEY
6,12,16,18,Sweet Requiem
5,12,15,18,The Formula
6,11,15,18,The Golden Era
7,14,17,19,Xéroa
6,12,15,17,Xibercannon
5,12,15,17,Zelophilia
6,13,16,18,サイコパスラビット
4,10,13,16,シノビシノノメ
5,11,13,16,スカイダイバー
5,10,13,16,スピーカーガール！
6,12,15,18,スラッシュ//シスターズ
6,14,17,19,セイレーン ～悲壮の竪琴～
6,12,15,18,そして黄金郷へ
6,12,14,17,それは花火のような恋
5,11,15,17,獅子奮迅
4,10,14,17,失敗作少女
4,10,13,16,灼熱のBlazin' Beat
5,10,14,17,銃弾は解を撃ち抜いて
6,12,15,18,準備運動
5,12,14,17,少女綺想曲 -G.X.N. Remix-
3,7,12,16,少女救世論
5,10,13,16,新米天使のメランコリー
6,12,15,18,神話に芽吹く
5,10,13,17,水槽のクジラ
6,12,15,18,水簾ノ調
4,9,14,16,雪月花 (Shiron & Sound Artz Remix)
5,11,14,17,零の位相
2,7,10,15,千本桜
6,13,16,18,CHERNOBOG
6,11,15,17,Chocolate Planet
5,11,14,17,Dark Matter
6,14,17,19,Deadly force
6,12,14,17,Decoy
5,10,13,17,Destruction & Qreation
5,11,14,17,Dharma
4,10,13,16,disordered asia
6,13,15,18,Divine's:Bugscript
6,12,16,18,Doppelganger
6,12,16,18,Dreadnought
5,10,13,16,dreamin' of u
4,9,13,17,Dreaming feat.nomico
3,10,13,16,DREAMING-ING!!
5,9,13,17,Drizzly Venom
6,12,16,18,DropZ-Line-
6,14,17,19,Dyscontrolled Galaxy
2,7,12,15,Dystopia
2,7,12,15,Take to Lips
4,8,14,17,Technical Master
6,11,15,18,Theme of Ricerca
4,10,14,16,Time to Air (jazz it up style)
5,12,15,18,Touch My Body
4,8,12,15,Two of Us
7,14,17,19,TWO-TORIAL
6,10,16,18,TRICKL4SH 220
5,11,13,16,チルノのパーフェクトさんすう教室　⑨周年バージョン
6,11,14,17,ツキアカリ
4,10,13,16,つるぺったん
3,9,13,17,デュアルメモリ
4,9,12,16,テレポーテーションでやってきた彼とのその後の顛末
5,10,14,16,トーホータノシ feat. 抹
4,10,13,16,トキメキストリーム
6,11,14,16,トラウマ催眠少女さとり！
6,12,16,18,ドリームエンド・サバイバー
6,13,16,18,誰が為に兎は舞う＝狂速狂騒曲＝
3,8,12,16,地球防衛乙女パンナコッター
7,15,17,18,超☆超☆光☆速☆出☆前☆最☆速!!!　スピード★スター★かなで
3,10,13,16,盗宝
4,10,12,16,透明な記憶の風穴
6,12,14,17,Knights Assault
5,10,14,16,Narcissus At Oasis (Freezer Remix)
5,10,13,16,Narcissus At Oasis -影虎。 style-
5,11,14,17,NEON LOVE♥POTION!!!
3,9,12,16,NEWBORN CRYING
5,8,11,15,New Game feat.Mayumi Morinaga
6,13,15,18,New Leaf
6,12,15,18,Nexta
6,12,15,18,Noisy Minority
3,8,13,15,Nostalgia
3,10,13,16,ナイト・オブ・ロンド
3,7,12,15,ナナイロライト
4,10,15,18,のぼれ八坂坂！
6,10,14,17,405nm(Shu※mix)
5,11,14,17,444
5,11,14,17,β
4,9,13,16,bass 2 bass [Tracy vs. Astronomical Remix]
5,11,15,18,Be a Hero!
6,10,15,18,BEAST BASS BOMB
7,14,17,19,BELOBOG
6,13,15,18,Black night
6,12,16,18,BLAZING_LAZER
4,8,12,16,Blue Fire
5,12,14,17,Blue Stream
6,13,16,18,BlueMoon Princess
6,12,15,18,Boss Rush
6,12,15,17,BREAKNECK NY☆N! NY★N!
2,8,12,16,Burn everything
5,11,13,16,Burning Spark!
7,14,17,19,Failnaught
3,8,13,16,Fairy in Strasbourg
5,11,15,17,Fáfnir
5,9,12,16,fancy cake!!
5,12,14,17,Far Away
6,14,17,19,Fin.ArcDeaR
7,15,18,20,FIN4LE ～終止線の彼方へ～
5,9,14,17,Finale
2,8,13,18,FIRE IN MY HEART
6,12,17,18,FLOOR INFECTION Medley　from SOUND VOLTEX×jubeat
5,11,13,17,Fly far bounce
7,14,17,19,Fly Like You
5,10,13,17,Four Leaves
7,15,17,20,HE4VEN ～天国へようこそ～
5,9,14,17,Heavenly Adventure
5,9,13,17,HEAVENLY SMILE
5,9,12,16,HiGHER
6,13,16,18,Hug!! Vs. Hug!!
6,12,15,18,НУМЛ
5,12,14,17,Phlox
5,11,14,17,PIERROT KNIfE
6,12,15,17,planetarium
5,11,15,18,POLICY BREAK Medley　from SOUND VOLTEX×jubeat
5,11,15,17,Poppin’Cats!!
4,8,12,16,Poppin' Shower
6,12,16,18,PUPA
5,10,14,17,Voltage Higher
5,11,14,17,VOLTEXES IV
7,15,18,20,WHITEOUT
4,9,13,16,ぱあ
2,7,10,15,パンダヒーロー
6,12,15,18,びいすと！
3,9,13,16,ひとりぼっちの魔王
4,10,13,16,ビビットストリーム
5,11,14,17,プラネタジャーニー
6,12,14,17,プレインエイジア(MRM REMIX)
5,11,15,17,ペタ靴と憂夜リムーバー
5,10,13,17,ボーイミーツ・ブルー
6,13,16,18,ホワイトパレード
4,10,14,17,廃獄ドリームランド
4,9,13,16,春時雨
6,13,16,18,光射す澪のユズリハ
5,12,15,17,片翼のディザイア
3,7,13,15,冒涜的選択のアレグリア ft. Mayumi Morinaga
6,11,14,17,僕らの時間
4,10,13,17,Made In Love
6,13,16,18,Make Magic
5,11,14,17,Melty Sweets
6,13,16,18,MeteorGlow Aftermath
4,9,13,16,Mind Mapping(ag Remix)
6,13,16,18,Mirrorwall
6,13,15,18,MONOLITH
4,9,13,16,Mysterious Nights
6,12,15,18,まじかる生主＠りすなちゃん
3,9,12,16,マトリョシカ
4,9,12,16,ミラクル・スイート・スイーツ・マジック！！
6,13,16,18,メイビ～初恋！？ビスケット☆大作戦
5,11,14,17,メルヘン風紀委員会
6,10,14,17,焔 -MAGMA-
4,10,13,17,見世物ライフ
6,12,15,17,蟲の棲む処
2,9,12,15,胸の中で誰かが
5,11,15,17,物凄いスペースシャトルでこいしが物凄いうた
3,8,12,15,刃の如く ft. ネコメアリ
5,12,15,17,闇夜に舞うは紅の華
5,10,14,17,幽玄の桜
4,11,14,16,La Danza del Fuego
6,13,16,18,LastΩmegA
7,14,17,19,Last Resort
6,13,16,18,Legendary Road
6,13,16,18,Levier'n NābYss
6,11,14,17,Libera me
5,12,14,17,Liévre -blanche-
4,11,14,17,Line 4 Ruin -kohumix-
5,11,14,16,Lionheart
6,12,15,17,Lost Wing at.0
3,8,12,15,LOVE EAST
6,13,16,18,Lowermost revolt
4,10,13,16,Random Box
6,13,16,18,Re:End of a Dream
7,13,17,18,Rebellio
6,13,16,18,Reb∞t
5,12,14,17,Rebuilding of Paradise Lost
6,13,16,18,Redshift
4,11,14,16,Regretful Flower
6,12,15,18,Яe's NoVǢ
5,11,14,17,rhythmology study
5,12,15,18,RHYZING BEAT
3,10,13,16,Root Consciousness
6,11,14,17,Royal Action
6,11,14,17,Royal Judgement
4,8,12,16,ルミナスデイズ
6,12,14,17,ロプノールの商隊
5,11,15,18,雷鼓サンダービート
6,13,15,17,羅生門
5,11,14,17,黎明スケッチブック
4,9,13,16,waxing and wanding(SS Remix)
5,9,14,17,WONDER_WOBBLER
5,10,14,18,ワールズエンド・ダンスホール
5,11,13,16,惑星☆ロリポップ
5,11,14,17,分けるな危険！モモモモモモーイズム
3,7,12,16,私とあなたのMYOURENJI☆
5,11,13,16,私の恋色。
,,,1,マキシマ先生の満開!!ヘヴンリー講座♥
